window_title,quadrant
System Analysis Submitting on Google Docs [deadline],0
replying Minor Formatting Request (Outlook),2
updating Group Chat (Google Meet),2
rush: Database Management (Canvas),0
Client Inquiry - WhatsApp,2
replying Schedule Change (Outlook),2
confirming Client Inquiry,2
studying 8086 Assembly,1
following up Reminder Message (Slack),2
System Architecture refactoring,1
Data Structures monitoring,1
responding Quick Call (Messenger),2
responding Discord Ping (Gmail),2
answering Schedule Change,2
checking Minor Revision,2
presentation slides Testing on Excel [rush],0
rush: System Analysis (Tinkercad),0
rescheduling Team Mention (Outlook),2
simulation output Reviewing on Canvas [immediate],0
reviewing quickly Minor Revision,2
answering Event Reminder,2
mastering Workflow Improvement,1
researching Requirement Analysis,1
Goal Setting monitoring,1
final: Embedded Systems (Tinkercad),0
Testing Data Structures - immediate,0
Database Management optimization,1
time-sensitive: PostgreSQL (Google Docs),0
Notifications - Google Meet,2
Writing Logic Gates - final,0
reviewing quickly Urgent Reply,2
studying Code Refactoring,1
Compiling Capstone Project - deadline,0
Formatting capstone revision - urgent,0
deadline: submission (Microsoft Word),0
instant: Circuit Simulation (VS Code),0
learning 8086 Assembly,1
responding Schedule Change (WhatsApp),2
Writing thesis manuscript - asap,0
answering Attendance Check (Messenger),2
improving Feasibility Analysis,1
presentation slides Troubleshooting on Microsoft Word [urgent],0
8086 Assembly Drafting on Microsoft Word [emergency],0
roadmap creation for Productivity Planning,1
answering Clarification Request,2
Designing PostgreSQL - emergency,0
Data Structures preventive review,1
Thesis Troubleshooting on Proteus [final],0
Personal Development optimization,1
PostgreSQL optimization,1
Technical Documentation Debugging on VS Code [time-sensitive],0
preparing for Research Notes,1
scheduling for Testing Strategy,1
acknowledging Calendar Notification,2
reviewing quickly Attendance Check,2
urgent: presentation slides (Jupyter Notebook),0
Capstone Project Reviewing on VS Code [asap],0
Simulating source code - pressing,0
capstone revision Submitting on Canvas [important],0
rescheduling Chat Support (Facebook),2
laboratory exercise Compiling on GitHub [high-priority],0
acknowledging Quick Question (Discord),2
laboratory exercise Simulating on Microsoft Word [immediate],0
acknowledging Routine Request,2
confirming Calendar Notification (Outlook),2
Reviewing PostgreSQL - rush,0
Final Report refactoring,1
reviewing quickly Reschedule Notice (Zoom),2
Goal Setting maintenance,1
project proposal Simulating on Tinkercad [important],0
replying Inbox Review,2
Submitting presentation slides - accelerated,0
laboratory exercise Writing on Proteus [urgent],0
studying Preventive Maintenance,1
Simulating capstone revision - rush,0
outlining for Research Notes,1
learning Requirement Analysis,1
Designing documentation - critical,0
time-sensitive: Logic Gates (StackOverflow),0
capstone revision Submitting on VS Code [priority],0
Testing Data Structures - final,0
strategizing for Database Management,1
pressing: System Analysis (GitHub),0
confirming Inbox Review (Gmail),2
Database Management refactoring,1
Schedule Change - Google Meet,2
asap: thesis manuscript (Tinkercad),0
Drafting Algorithms - important,0
Time Management cleanup,1
updating Attendance Check,2
monitoring Event Reminder,2
Urgent Reply - Facebook,2
Final Report Reviewing on Jupyter Notebook [rush],0
immediate: Circuit Simulation (StackOverflow),0
Formatting Data Structures - critical,0
acknowledging Quick Question (Telegram),2
Data Structures Drafting on Excel [pressing],0
Administrative Task - WhatsApp,2
reviewing Feasibility Analysis,1
answering Queue Monitoring (Outlook),2
monitoring Messages (Google Meet),2
acknowledging Meeting Request (Gmail),2
mastering Software Design,1
Academic Preparation optimization,1
Simulating Algorithms - urgent,0
Thesis Drafting on Microsoft Word [important],0
Simulating Project Proposal - critical,0
Inbox Review - Slack,2
updating Messages (Messenger),2
reviewing quickly Team Mention (Outlook),2
urgent: Database Management (Excel),0
Design Patterns backup management,1
reviewing quickly Email Replies,2
reviewing quickly Status Update,2
outlining for Design Planning,1
Laboratory Exercise Formatting on Google Docs [important],0
Writing Embedded Systems - immediate,0
final report Troubleshooting on Jupyter Notebook [priority],0
Writing Final Report - time-sensitive,0
researching Academic Preparation,1
Email Replies - Google Meet,2
roadmap creation for System Analysis,1
asap: 8086 Assembly (GitHub),0
PostgreSQL monitoring,1
important: Circuit Simulation (Proteus),0
Debugging Database Management - instant,0
researching Reading Materials,1
simulation output Simulating on StackOverflow [priority],0
reacting Approval Request,2
Debugging Laboratory Exercise - final,0
Designing Project Proposal - rush,0
laboratory exercise Debugging on Jupyter Notebook [final],0
replying Routine Request,2
PostgreSQL Drafting on Google Docs [emergency],0
rescheduling Reschedule Notice (Discord),2
Capstone Project Writing on Jupyter Notebook [priority],0
capstone revision Reviewing on GitHub [instant],0
Coding Final Report - critical,0
Prototype Improvement cleanup,1
forwarding Meeting Request (Zoom),2
Client Inquiry - Google Meet,2
Embedded Systems Testing on Google Docs [asap],0
simulation output Simulating on Tinkercad [time-sensitive],0
reacting Inbox Review (Google Meet),2
Logic Gates Debugging on StackOverflow [time-sensitive],0
Time Management monitoring,1
responding Minor Formatting Request (Google Meet),2
laboratory exercise Drafting on Tinkercad [pressing],0
project proposal Designing on Google Docs [pressing],0
pressing: source code (Google Docs),0
Study Session optimization,1
immediate: simulation output (VS Code),0
strategizing for Time Management,1
critical: Project Proposal (Google Docs),0
reviewing quickly Document Signature (Messenger),2
Writing final report - deadline,0
checking Event Reminder (Microsoft Teams),2
8086 Assembly Debugging on Microsoft Word [immediate],0
roadmap creation for Portfolio Building,1
Minor Revision - Slack,2
Reviewing Final Report - pressing,0
Logic Gates Debugging on Excel [deadline],0
Thesis Troubleshooting on Proteus [urgent],0
mandatory: Technical Documentation (VS Code),0
preparing for Final Report,1
Task Reminder - Facebook,2
studying DevOps Learning,1
simulation output Designing on Google Docs [instant],0
project proposal Simulating on Proteus [instant],0
researching Prototype Improvement,1
answering Approval Request (Facebook),2
replying Calendar Notification (Canvas Notifications),2
rescheduling Attendance Check,2
studying Design Planning,1
reacting Non-Critical Ticket (Zoom),2
Thesis Submitting on VS Code [final],0
forwarding Discord Ping,2
reviewing Habit Tracking,1
final: Project Proposal (Tinkercad),0
preparing for Database Normalization,1
forwarding Non-Critical Ticket (Canvas Notifications),2
System Analysis Designing on VS Code [deadline],0
Logic Gates Drafting on StackOverflow [time-sensitive],0
Feasibility Analysis preventive review,1
pressing: laboratory exercise (Canvas),0
Discord Ping - Discord,2
following up Urgent Reply (Microsoft Teams),2
System Architecture cleanup,1
responding Quick Call (Facebook),2
organizing for Data Structures,1
Research refactoring,1
learning Documentation Improvement,1
project proposal Formatting on Excel [priority],0
Data Structures Testing on Jupyter Notebook [accelerated],0
urgent: PostgreSQL (Excel),0
accelerated: Logic Gates (Tinkercad),0
confirming Email Replies (Facebook),2
following up Administrative Task (Canvas Notifications),2
Embedded Systems Simulating on GitHub [important],0
monitoring Verification Request (Gmail),2
final report Coding on Excel [mandatory],0
System Analysis Reviewing on Canvas [rush],0
checking Attendance Check (Telegram),2
Drafting Final Report - rush,0
Project Proposal Designing on Tinkercad [final],0
roadmap creation for 8086 Assembly,1
time-sensitive: documentation (Jupyter Notebook),0
Skill Development monitoring,1
time-sensitive: Circuit Simulation (Microsoft Word),0
replying Discord Ping (Outlook),2
capstone revision Simulating on Proteus [emergency],0
answering Minor Formatting Request (Canvas Notifications),2
checking Minor Formatting Request,2
Client Inquiry - Messenger,2
Coding presentation slides - mandatory,0
Calendar Notification - Discord,2
Capstone Project Writing on Proteus [deadline],0
instant: documentation (Excel),0
practicing Time Management,1
reviewing quickly Meeting Request (Outlook),2
Embedded Systems Designing on GitHub [high-priority],0
developing Machine Learning Practice,1
updating Calendar Notification (Messenger),2
urgent: Circuit Simulation (Jupyter Notebook),0
attending Verification Request,2
outlining for Technical Documentation,1
Coding presentation slides - accelerated,0
confirming Messenger Chat (Outlook),2
Troubleshooting Capstone Project - high-priority,0
time-sensitive: presentation slides (Tinkercad),0
Troubleshooting final report - critical,0
Drafting presentation slides - emergency,0
mandatory: project proposal (Canvas),0
rescheduling Status Update (Facebook),2
Schedule Change - Outlook,2
Notifications - Microsoft Teams,2
answering Messenger Chat (Microsoft Teams),2
replying Faculty Notice (Telegram),2
rescheduling Unplanned Meeting (Gmail),2
outlining for Microprocessors,1
researching Software Design,1
Drafting final report - deadline,0
acknowledging Inbox Review (Facebook),2
answering Minor Revision (Canvas Notifications),2
planning for Study Session,1
accelerated: documentation (Packet Tracer),0
preparing for Cloud Fundamentals,1
reacting Discord Ping (Slack),2
confirming Quick Call (Google Meet),2
Submitting Project Proposal - asap,0
attending Quick Call (WhatsApp),2
Microprocessors Debugging on VS Code [pressing],0
Event Reminder - Gmail,2
improving Research Review,1
urgent: simulation output (Proteus),0
Debugging Logic Gates - emergency,0
final report Simulating on Tinkercad [urgent],0
critical: Database Management (StackOverflow),0
final: Database Management (VS Code),0
Testing Embedded Systems - critical,0
Thesis Planning optimization,1
monitoring Classroom Announcement (Microsoft Teams),2
scheduling for Learning PostgreSQL,1
Drafting project proposal - high-priority,0
Reviewing project proposal - mandatory,0
asap: Technical Documentation (StackOverflow),0
Database Management Reviewing on StackOverflow [pressing],0
Client Inquiry - Microsoft Teams,2
checking Phone Call (Outlook),2
Algorithms Writing on Excel [emergency],0
Simulating laboratory exercise - deadline,0
answering Task Reminder (Canvas Notifications),2
priority: simulation output (Tinkercad),0
Reviewing Data Structures - time-sensitive,0
priority: 8086 Assembly (Jupyter Notebook),0
Final Report optimization,1
reacting Client Inquiry,2
updating Group Chat (Canvas Notifications),2
Thesis Reviewing on Jupyter Notebook [time-sensitive],0
updating Clarification Request (Messenger),2
Project Proposal Submitting on Excel [pressing],0
accelerated: simulation output (Microsoft Word),0
Logic Gates Formatting on Tinkercad [accelerated],0
Drafting Project Proposal - emergency,0
acknowledging Calendar Notification (Canvas Notifications),2
outlining for Organizational Planning,1
planning for Clean Code Practice,1
Microprocessors Drafting on Google Docs [immediate],0
Project Proposal Submitting on Google Docs [priority],0
Meeting Request - Facebook,2
Circuit Simulation Testing on Canvas [critical],0
Designing laboratory exercise - mandatory,0
planning for Microprocessors,1
deadline: Laboratory Exercise (Packet Tracer),0
Compiling Project Proposal - mandatory,0
Compiling thesis manuscript - time-sensitive,0
scheduling for Skill Development,1
instant: thesis manuscript (GitHub),0
Capstone Project Drafting on Packet Tracer [deadline],0
Announcement Review - Microsoft Teams,2
scheduling for Workflow Improvement,1
presentation slides Compiling on Excel [time-sensitive],0
Thesis Debugging on Jupyter Notebook [deadline],0
